country_name,date,parameter,product,value,unit
Australia,12/1/2023,Net Electricity Production,Electricity,22646.1901,GWh
Australia,12/1/2023,Net Electricity Production,Total Combustible Fuels,13397.9356,GWh
Australia,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",9768.5223,GWh
Australia,12/1/2023,Net Electricity Production,Oil and Petroleum Products,289.5415,GWh
Australia,12/1/2023,Net Electricity Production,Natural Gas,3091.9272,GWh
Australia,12/1/2023,Net Electricity Production,Combustible Renewables,247.9446,GWh
Australia,12/1/2023,Net Electricity Production,Hydro,1047.854,GWh
Australia,12/1/2023,Net Electricity Production,Wind,2719.2534,GWh
Australia,12/1/2023,Net Electricity Production,Solar,5481.1471,GWh
Australia,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9496.1991,GWh
Australia,12/1/2023,Used for pumped storage,Electricity,51.4665,GWh
Australia,12/1/2023,Distribution Losses,Electricity,992.7051,GWh
Australia,12/1/2023,Final Consumption (Calculated),Electricity,21602.0184,GWh
Austria,12/1/2023,Net Electricity Production,Electricity,6783.273,GWh
Austria,12/1/2023,Net Electricity Production,Total Combustible Fuels,1746.9034,GWh
Austria,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",167.3548,GWh
Austria,12/1/2023,Net Electricity Production,Oil and Petroleum Products,73.8682,GWh
Austria,12/1/2023,Net Electricity Production,Natural Gas,1035.0865,GWh
Austria,12/1/2023,Net Electricity Production,Combustible Renewables,407.4009,GWh
Austria,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,63.1929,GWh
Austria,12/1/2023,Net Electricity Production,Hydro,4187.4854,GWh
Austria,12/1/2023,Net Electricity Production,Wind,779.5912,GWh
Austria,12/1/2023,Net Electricity Production,Solar,68.6574,GWh
Austria,12/1/2023,Net Electricity Production,Geothermal,0.0025,GWh
Austria,12/1/2023,Net Electricity Production,Not Specified,0.6331,GWh
Austria,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5443.1374,GWh
Austria,12/1/2023,Total Imports,Electricity,2160.89,GWh
Austria,12/1/2023,Total Exports,Electricity,2035.1686,GWh
Austria,12/1/2023,Used for pumped storage,Electricity,626.7909,GWh
Austria,12/1/2023,Distribution Losses,Electricity,313.4765,GWh
Austria,12/1/2023,Final Consumption (Calculated),Electricity,5968.727,GWh
Belgium,12/1/2023,Net Electricity Production,Electricity,6799.1069,GWh
Belgium,12/1/2023,Net Electricity Production,Nuclear,2905.5618,GWh
Belgium,12/1/2023,Net Electricity Production,Total Combustible Fuels,1521.7645,GWh
Belgium,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1.2419,GWh
Belgium,12/1/2023,Net Electricity Production,Oil and Petroleum Products,5.8373,GWh
Belgium,12/1/2023,Net Electricity Production,Natural Gas,1247.0054,GWh
Belgium,12/1/2023,Net Electricity Production,Combustible Renewables,200.9037,GWh
Belgium,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,66.7762,GWh
Belgium,12/1/2023,Net Electricity Production,Hydro,164.5348,GWh
Belgium,12/1/2023,Net Electricity Production,Wind,2076.6035,GWh
Belgium,12/1/2023,Net Electricity Production,Solar,114.2926,GWh
Belgium,12/1/2023,Net Electricity Production,Not Specified,16.3496,GWh
Belgium,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2556.3347,GWh
Belgium,12/1/2023,Total Imports,Electricity,1651.328,GWh
Belgium,12/1/2023,Total Exports,Electricity,1463.4889,GWh
Belgium,12/1/2023,Used for pumped storage,Electricity,149.1022,GWh
Belgium,12/1/2023,Distribution Losses,Electricity,283.009,GWh
Belgium,12/1/2023,Final Consumption (Calculated),Electricity,6554.8348,GWh
Canada,12/1/2023,Net Electricity Production,Electricity,55982.2209,GWh
Canada,12/1/2023,Net Electricity Production,Nuclear,7540.9104,GWh
Canada,12/1/2023,Net Electricity Production,Total Combustible Fuels,11574.9467,GWh
Canada,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",3157.887,GWh
Canada,12/1/2023,Net Electricity Production,Oil and Petroleum Products,392.4441,GWh
Canada,12/1/2023,Net Electricity Production,Natural Gas,7084.2532,GWh
Canada,12/1/2023,Net Electricity Production,Combustible Renewables,928.4452,GWh
Canada,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,11.9172,GWh
Canada,12/1/2023,Net Electricity Production,Hydro,32216.9259,GWh
Canada,12/1/2023,Net Electricity Production,Wind,4305.3892,GWh
Canada,12/1/2023,Net Electricity Production,Solar,309.7153,GWh
Canada,12/1/2023,Net Electricity Production,Not Specified,34.3333,GWh
Canada,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",37760.4756,GWh
Canada,12/1/2023,Total Imports,Electricity,2579.0745,GWh
Canada,12/1/2023,Total Exports,Electricity,3296.7227,GWh
Canada,12/1/2023,Used for pumped storage,Electricity,17.8475,GWh
Canada,12/1/2023,Distribution Losses,Electricity,3082.1795,GWh
Canada,12/1/2023,Final Consumption (Calculated),Electricity,52164.5456,GWh
Chile,12/1/2023,Remarks,Data is estimated for this month,,GWh
Chile,12/1/2023,Net Electricity Production,Electricity,7734.9912,GWh
Chile,12/1/2023,Net Electricity Production,Total Combustible Fuels,2099.8702,GWh
Chile,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1077.3487,GWh
Chile,12/1/2023,Net Electricity Production,Oil and Petroleum Products,24.9683,GWh
Chile,12/1/2023,Net Electricity Production,Natural Gas,611.3563,GWh
Chile,12/1/2023,Net Electricity Production,Combustible Renewables,386.1969,GWh
Chile,12/1/2023,Net Electricity Production,Hydro,3052.8617,GWh
Chile,12/1/2023,Net Electricity Production,Wind,878.1312,GWh
Chile,12/1/2023,Net Electricity Production,Solar,1660.4501,GWh
Chile,12/1/2023,Net Electricity Production,Geothermal,43.6779,GWh
Chile,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",6021.3179,GWh
Chile,12/1/2023,Distribution Losses,Electricity,309.4811,GWh
Chile,12/1/2023,Final Consumption (Calculated),Electricity,7425.51,GWh
Colombia,12/1/2023,Net Electricity Production,Electricity,7526.2379,GWh
Colombia,12/1/2023,Net Electricity Production,Total Combustible Fuels,3585.4448,GWh
Colombia,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1168.0431,GWh
Colombia,12/1/2023,Net Electricity Production,Oil and Petroleum Products,340.6925,GWh
Colombia,12/1/2023,Net Electricity Production,Natural Gas,1895.2959,GWh
Colombia,12/1/2023,Net Electricity Production,Combustible Renewables,181.4133,GWh
Colombia,12/1/2023,Net Electricity Production,Hydro,3884.8369,GWh
Colombia,12/1/2023,Net Electricity Production,Solar,55.9563,GWh
Colombia,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4122.2065,GWh
Colombia,12/1/2023,Total Imports,Electricity,0.4228,GWh
Colombia,12/1/2023,Total Exports,Electricity,104.2114,GWh
Colombia,12/1/2023,Distribution Losses,Electricity,401.6865,GWh
Colombia,12/1/2023,Final Consumption (Calculated),Electricity,7020.7629,GWh
Costa Rica,12/1/2023,Remarks,Data is estimated for this month,,GWh
Costa Rica,12/1/2023,Net Electricity Production,Electricity,984.843,GWh
Costa Rica,12/1/2023,Net Electricity Production,Total Combustible Fuels,1.541,GWh
Costa Rica,12/1/2023,Net Electricity Production,Oil and Petroleum Products,1.4491,GWh
Costa Rica,12/1/2023,Net Electricity Production,Combustible Renewables,0.0919,GWh
Costa Rica,12/1/2023,Net Electricity Production,Hydro,678.4145,GWh
Costa Rica,12/1/2023,Net Electricity Production,Wind,206.2711,GWh
Costa Rica,12/1/2023,Net Electricity Production,Solar,6.6209,GWh
Costa Rica,12/1/2023,Net Electricity Production,Geothermal,91.9955,GWh
Costa Rica,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",983.3939,GWh
Costa Rica,12/1/2023,Final Consumption (Calculated),Electricity,984.843,GWh
Czech Republic,12/1/2023,Net Electricity Production,Electricity,6566.4387,GWh
Czech Republic,12/1/2023,Net Electricity Production,Nuclear,2561.522,GWh
Czech Republic,12/1/2023,Net Electricity Production,Total Combustible Fuels,3500.5481,GWh
Czech Republic,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",2743.1493,GWh
Czech Republic,12/1/2023,Net Electricity Production,Oil and Petroleum Products,6.6177,GWh
Czech Republic,12/1/2023,Net Electricity Production,Natural Gas,316.7392,GWh
Czech Republic,12/1/2023,Net Electricity Production,Combustible Renewables,426.0194,GWh
Czech Republic,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,8.0226,GWh
Czech Republic,12/1/2023,Net Electricity Production,Hydro,365.5029,GWh
Czech Republic,12/1/2023,Net Electricity Production,Wind,91.9955,GWh
Czech Republic,12/1/2023,Net Electricity Production,Solar,38.1981,GWh
Czech Republic,12/1/2023,Net Electricity Production,Not Specified,8.6721,GWh
Czech Republic,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",921.7159,GWh
Czech Republic,12/1/2023,Total Imports,Electricity,1545.7964,GWh
Czech Republic,12/1/2023,Total Exports,Electricity,2464.9571,GWh
Czech Republic,12/1/2023,Used for pumped storage,Electricity,134.002,GWh
Czech Republic,12/1/2023,Distribution Losses,Electricity,302.1434,GWh
Czech Republic,12/1/2023,Final Consumption (Calculated),Electricity,5211.1326,GWh
Denmark,12/1/2023,Net Electricity Production,Electricity,3659.0273,GWh
Denmark,12/1/2023,Net Electricity Production,Total Combustible Fuels,1321.7249,GWh
Denmark,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",181.6344,GWh
Denmark,12/1/2023,Net Electricity Production,Oil and Petroleum Products,20.4482,GWh
Denmark,12/1/2023,Net Electricity Production,Natural Gas,117.8666,GWh
Denmark,12/1/2023,Net Electricity Production,Combustible Renewables,948.5499,GWh
Denmark,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,53.2258,GWh
Denmark,12/1/2023,Net Electricity Production,Hydro,2.4949,GWh
Denmark,12/1/2023,Net Electricity Production,Wind,2312.8606,GWh
Denmark,12/1/2023,Net Electricity Production,Solar,21.9469,GWh
Denmark,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3285.8523,GWh
Denmark,12/1/2023,Total Imports,Electricity,1665.5057,GWh
Denmark,12/1/2023,Total Exports,Electricity,1553.9417,GWh
Denmark,12/1/2023,Distribution Losses,Electricity,425.509,GWh
Denmark,12/1/2023,Final Consumption (Calculated),Electricity,3345.0824,GWh
Estonia,12/1/2023,Net Electricity Production,Electricity,485.091,GWh
Estonia,12/1/2023,Net Electricity Production,Total Combustible Fuels,425.8348,GWh
Estonia,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",290.3692,GWh
Estonia,12/1/2023,Net Electricity Production,Oil and Petroleum Products,2.5502,GWh
Estonia,12/1/2023,Net Electricity Production,Natural Gas,2.8891,GWh
Estonia,12/1/2023,Net Electricity Production,Combustible Renewables,123.5881,GWh
Estonia,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,6.4383,GWh
Estonia,12/1/2023,Net Electricity Production,Hydro,3.3014,GWh
Estonia,12/1/2023,Net Electricity Production,Wind,53.605,GWh
Estonia,12/1/2023,Net Electricity Production,Solar,2.3497,GWh
Estonia,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",182.8443,GWh
Estonia,12/1/2023,Total Imports,Electricity,626.9519,GWh
Estonia,12/1/2023,Total Exports,Electricity,279.024,GWh
Estonia,12/1/2023,Distribution Losses,Electricity,40.5296,GWh
Estonia,12/1/2023,Final Consumption (Calculated),Electricity,792.4893,GWh
Finland,12/1/2023,Net Electricity Production,Electricity,7806.7954,GWh
Finland,12/1/2023,Net Electricity Production,Nuclear,3203.3729,GWh
Finland,12/1/2023,Net Electricity Production,Total Combustible Fuels,1965.0996,GWh
Finland,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",387.9706,GWh
Finland,12/1/2023,Net Electricity Production,Oil and Petroleum Products,15.9104,GWh
Finland,12/1/2023,Net Electricity Production,Natural Gas,131.7346,GWh
Finland,12/1/2023,Net Electricity Production,Combustible Renewables,1385.0034,GWh
Finland,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,44.4808,GWh
Finland,12/1/2023,Net Electricity Production,Hydro,1332.6698,GWh
Finland,12/1/2023,Net Electricity Production,Wind,1286.5007,GWh
Finland,12/1/2023,Net Electricity Production,Solar,1.569,GWh
Finland,12/1/2023,Net Electricity Production,Not Specified,17.5833,GWh
Finland,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4005.7429,GWh
Finland,12/1/2023,Total Imports,Electricity,1232.7967,GWh
Finland,12/1/2023,Total Exports,Electricity,500.5552,GWh
Finland,12/1/2023,Distribution Losses,Electricity,346.7134,GWh
Finland,12/1/2023,Final Consumption (Calculated),Electricity,8192.3235,GWh
France,12/1/2023,Net Electricity Production,Electricity,51535.019,GWh
France,12/1/2023,Net Electricity Production,Nuclear,31539,GWh
France,12/1/2023,Net Electricity Production,Total Combustible Fuels,4942.8887,GWh
France,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",193.547,GWh
France,12/1/2023,Net Electricity Production,Oil and Petroleum Products,500.2937,GWh
France,12/1/2023,Net Electricity Production,Natural Gas,3141.0835,GWh
France,12/1/2023,Net Electricity Production,Combustible Renewables,932.5581,GWh
France,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,175.4064,GWh
France,12/1/2023,Net Electricity Production,Hydro,7488.8538,GWh
France,12/1/2023,Net Electricity Production,Wind,6679.6528,GWh
France,12/1/2023,Net Electricity Production,Solar,793.1696,GWh
France,12/1/2023,Net Electricity Production,Geothermal,7.9717,GWh
France,12/1/2023,Net Electricity Production,Other Renewables,39.8221,GWh
France,12/1/2023,Net Electricity Production,Not Specified,43.6602,GWh
France,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15942.0282,GWh
France,12/1/2023,Total Imports,Electricity,2046.0742,GWh
France,12/1/2023,Total Exports,Electricity,7614.0461,GWh
France,12/1/2023,Used for pumped storage,Electricity,740.9975,GWh
France,12/1/2023,Distribution Losses,Electricity,4121.1626,GWh
France,12/1/2023,Final Consumption (Calculated),Electricity,41104.8869,GWh
Germany,12/1/2023,Net Electricity Production,Electricity,46049.3675,GWh
Germany,12/1/2023,Net Electricity Production,Total Combustible Fuels,23451.7515,GWh
Germany,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",11372.1126,GWh
Germany,12/1/2023,Net Electricity Production,Oil and Petroleum Products,334.8692,GWh
Germany,12/1/2023,Net Electricity Production,Natural Gas,7360.9151,GWh
Germany,12/1/2023,Net Electricity Production,Combustible Renewables,3947.0124,GWh
Germany,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,436.8421,GWh
Germany,12/1/2023,Net Electricity Production,Hydro,2688.4471,GWh
Germany,12/1/2023,Net Electricity Production,Wind,18916.8273,GWh
Germany,12/1/2023,Net Electricity Production,Solar,841.4584,GWh
Germany,12/1/2023,Net Electricity Production,Geothermal,19.2404,GWh
Germany,12/1/2023,Net Electricity Production,Not Specified,131.6427,GWh
Germany,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",26412.9856,GWh
Germany,12/1/2023,Total Imports,Electricity,4582.777,GWh
Germany,12/1/2023,Total Exports,Electricity,7395.3395,GWh
Germany,12/1/2023,Used for pumped storage,Electricity,712.3816,GWh
Germany,12/1/2023,Distribution Losses,Electricity,2751.6331,GWh
Germany,12/1/2023,Final Consumption (Calculated),Electricity,39772.7902,GWh
Greece,12/1/2023,Net Electricity Production,Electricity,3973.3812,GWh
Greece,12/1/2023,Net Electricity Production,Total Combustible Fuels,1885.0905,GWh
Greece,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",462.068,GWh
Greece,12/1/2023,Net Electricity Production,Oil and Petroleum Products,146.0306,GWh
Greece,12/1/2023,Net Electricity Production,Natural Gas,1221.0278,GWh
Greece,12/1/2023,Net Electricity Production,Combustible Renewables,52.637,GWh
Greece,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,3.3271,GWh
Greece,12/1/2023,Net Electricity Production,Hydro,560.0478,GWh
Greece,12/1/2023,Net Electricity Production,Wind,1044.6996,GWh
Greece,12/1/2023,Net Electricity Production,Solar,483.5433,GWh
Greece,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2140.9276,GWh
Greece,12/1/2023,Total Imports,Electricity,705.6747,GWh
Greece,12/1/2023,Total Exports,Electricity,379.6707,GWh
Greece,12/1/2023,Used for pumped storage,Electricity,41.2434,GWh
Greece,12/1/2023,Distribution Losses,Electricity,363.6477,GWh
Greece,12/1/2023,Final Consumption (Calculated),Electricity,3894.4941,GWh
Hungary,12/1/2023,Net Electricity Production,Electricity,2435.9777,GWh
Hungary,12/1/2023,Net Electricity Production,Nuclear,1126.5209,GWh
Hungary,12/1/2023,Net Electricity Production,Total Combustible Fuels,1017.2856,GWh
Hungary,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",223.3661,GWh
Hungary,12/1/2023,Net Electricity Production,Oil and Petroleum Products,6.0429,GWh
Hungary,12/1/2023,Net Electricity Production,Natural Gas,656.5991,GWh
Hungary,12/1/2023,Net Electricity Production,Combustible Renewables,112.094,GWh
Hungary,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,19.1834,GWh
Hungary,12/1/2023,Net Electricity Production,Hydro,8.3045,GWh
Hungary,12/1/2023,Net Electricity Production,Wind,57.3812,GWh
Hungary,12/1/2023,Net Electricity Production,Solar,214.3141,GWh
Hungary,12/1/2023,Net Electricity Production,Geothermal,0.9214,GWh
Hungary,12/1/2023,Net Electricity Production,Not Specified,11.25,GWh
Hungary,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",393.0152,GWh
Hungary,12/1/2023,Total Imports,Electricity,2526.7412,GWh
Hungary,12/1/2023,Total Exports,Electricity,811.0376,GWh
Hungary,12/1/2023,Distribution Losses,Electricity,243.701,GWh
Hungary,12/1/2023,Final Consumption (Calculated),Electricity,3907.9803,GWh
Iceland,12/1/2023,Net Electricity Production,Electricity,1657.187,GWh
Iceland,12/1/2023,Net Electricity Production,Total Combustible Fuels,0.1186,GWh
Iceland,12/1/2023,Net Electricity Production,Oil and Petroleum Products,0.1186,GWh
Iceland,12/1/2023,Net Electricity Production,Hydro,1155.7021,GWh
Iceland,12/1/2023,Net Electricity Production,Wind,1.194,GWh
Iceland,12/1/2023,Net Electricity Production,Geothermal,500.1723,GWh
Iceland,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1657.0684,GWh
Iceland,12/1/2023,Distribution Losses,Electricity,45.2781,GWh
Iceland,12/1/2023,Final Consumption (Calculated),Electricity,1611.9089,GWh
Ireland,12/1/2023,Net Electricity Production,Electricity,2888.7039,GWh
Ireland,12/1/2023,Net Electricity Production,Total Combustible Fuels,1118.7898,GWh
Ireland,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",92.9112,GWh
Ireland,12/1/2023,Net Electricity Production,Oil and Petroleum Products,10.6531,GWh
Ireland,12/1/2023,Net Electricity Production,Natural Gas,912.6871,GWh
Ireland,12/1/2023,Net Electricity Production,Combustible Renewables,83.875,GWh
Ireland,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,18.6634,GWh
Ireland,12/1/2023,Net Electricity Production,Hydro,145.952,GWh
Ireland,12/1/2023,Net Electricity Production,Wind,1622.4873,GWh
Ireland,12/1/2023,Net Electricity Production,Solar,1.4748,GWh
Ireland,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1853.7892,GWh
Ireland,12/1/2023,Total Imports,Electricity,306.9753,GWh
Ireland,12/1/2023,Total Exports,Electricity,46.4877,GWh
Ireland,12/1/2023,Used for pumped storage,Electricity,45.2048,GWh
Ireland,12/1/2023,Distribution Losses,Electricity,230.212,GWh
Ireland,12/1/2023,Final Consumption (Calculated),Electricity,2873.7748,GWh
Italy,12/1/2023,Net Electricity Production,Electricity,20644.1092,GWh
Italy,12/1/2023,Net Electricity Production,Total Combustible Fuels,13089.0451,GWh
Italy,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1108.3487,GWh
Italy,12/1/2023,Net Electricity Production,Oil and Petroleum Products,538.8791,GWh
Italy,12/1/2023,Net Electricity Production,Natural Gas,10015.0507,GWh
Italy,12/1/2023,Net Electricity Production,Combustible Renewables,1261.2759,GWh
Italy,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,165.4907,GWh
Italy,12/1/2023,Net Electricity Production,Hydro,3422.9405,GWh
Italy,12/1/2023,Net Electricity Production,Wind,2453.3831,GWh
Italy,12/1/2023,Net Electricity Production,Solar,1177.1961,GWh
Italy,12/1/2023,Net Electricity Production,Geothermal,458.5392,GWh
Italy,12/1/2023,Net Electricity Production,Not Specified,43.0052,GWh
Italy,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8773.3348,GWh
Italy,12/1/2023,Total Imports,Electricity,4925.1314,GWh
Italy,12/1/2023,Total Exports,Electricity,403.3745,GWh
Italy,12/1/2023,Used for pumped storage,Electricity,140.3881,GWh
Italy,12/1/2023,Distribution Losses,Electricity,1474.0979,GWh
Italy,12/1/2023,Final Consumption (Calculated),Electricity,23551.38,GWh
Japan,12/1/2023,Remarks,Data is estimated for this month,,GWh
Japan,12/1/2023,Net Electricity Production,Electricity,86387.0916,GWh
Japan,12/1/2023,Net Electricity Production,Nuclear,6270.9028,GWh
Japan,12/1/2023,Net Electricity Production,Total Combustible Fuels,65902.3298,GWh
Japan,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",27294.077,GWh
Japan,12/1/2023,Net Electricity Production,Oil and Petroleum Products,3849.7069,GWh
Japan,12/1/2023,Net Electricity Production,Natural Gas,29001.743,GWh
Japan,12/1/2023,Net Electricity Production,Combustible Renewables,4019.2579,GWh
Japan,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,1737.5452,GWh
Japan,12/1/2023,Net Electricity Production,Hydro,5639.2773,GWh
Japan,12/1/2023,Net Electricity Production,Wind,1248.7101,GWh
Japan,12/1/2023,Net Electricity Production,Solar,5548.9958,GWh
Japan,12/1/2023,Net Electricity Production,Geothermal,277.9416,GWh
Japan,12/1/2023,Net Electricity Production,Not Specified,1498.9342,GWh
Japan,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16734.1827,GWh
Japan,12/1/2023,Used for pumped storage,Electricity,893.9144,GWh
Japan,12/1/2023,Distribution Losses,Electricity,5376.5302,GWh
Japan,12/1/2023,Final Consumption (Calculated),Electricity,80116.647,GWh
Korea,12/1/2023,Net Electricity Production,Electricity,52386.7117,GWh
Korea,12/1/2023,Net Electricity Production,Nuclear,15506.4302,GWh
Korea,12/1/2023,Net Electricity Production,Total Combustible Fuels,33958.6116,GWh
Korea,12/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",17315.3673,GWh
Korea,12/1/2023,Net Electricity Production,Oil and Petroleum Products,340.2958,GWh
Korea,12/1/2023,Net Electricity Production,Natural Gas,14797.5314,GWh
Korea,12/1/2023,Net Electricity Production,Combustible Renewables,1315.9584,GWh
Korea,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,189.4586,GWh
Korea,12/1/2023,Net Electricity Production,Hydro,571.1617,GWh
Korea,12/1/2023,Net Electricity Production,Wind,410.6119,GWh
Korea,12/1/2023,Net Electricity Production,Solar,1475.8362,GWh
Korea,12/1/2023,Net Electricity Production,Other Renewables,59.7915,GWh
Korea,12/1/2023,Net Electricity Production,Not Specified,404.2687,GWh
Korea,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3833.3597,GWh
Korea,12/1/2023,Used for pumped storage,Electricity,383.4936,GWh
Korea,12/1/2023,Distribution Losses,Electricity,1753.2359,GWh
Korea,12/1/2023,Final Consumption (Calculated),Electricity,50249.9821,GWh
Latvia,12/1/2023,Net Electricity Production,Electricity,588.95,GWh
Latvia,12/1/2023,Net Electricity Production,Total Combustible Fuels,222.8761,GWh
Latvia,12/1/2023,Net Electricity Production,Natural Gas,172.7781,GWh
Latvia,12/1/2023,Net Electricity Production,Combustible Renewables,50.098,GWh
Latvia,12/1/2023,Net Electricity Production,Hydro,341.6659,GWh
Latvia,12/1/2023,Net Electricity Production,Wind,24.3517,GWh
Latvia,12/1/2023,Net Electricity Production,Solar,0.0564,GWh
Latvia,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",416.1719,GWh
Latvia,12/1/2023,Total Imports,Electricity,311.9579,GWh
Latvia,12/1/2023,Total Exports,Electricity,249.0633,GWh
Latvia,12/1/2023,Distribution Losses,Electricity,34.7032,GWh
Latvia,12/1/2023,Final Consumption (Calculated),Electricity,617.1414,GWh
Lithuania,12/1/2023,Net Electricity Production,Electricity,600.2822,GWh
Lithuania,12/1/2023,Net Electricity Production,Total Combustible Fuels,192.4687,GWh
Lithuania,12/1/2023,Net Electricity Production,Oil and Petroleum Products,12.2614,GWh
Lithuania,12/1/2023,Net Electricity Production,Natural Gas,105.2801,GWh
Lithuania,12/1/2023,Net Electricity Production,Combustible Renewables,32.8259,GWh
Lithuania,12/1/2023,Net Electricity Production,Other Combustible Non-Renewables,42.1013,GWh
Lithuania,12/1/2023,Net Electricity Production,Hydro,87.9414,GWh
Lithuania,12/1/2023,Net Electricity Production,Wind,319.2348,GWh
Lithuania,12/1/2023,Net Electricity Production,Solar,0.6324,GWh
Lithuania,12/1/2023,Net Electricity Production,Not Specified,0.005,GWh
Lithuania,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",440.6345,GWh
Lithuania,12/1/2023,Total Imports,Electricity,912.1314,GWh
Lithuania,12/1/2023,Total Exports,Electricity,298.2377,GWh
Lithuania,12/1/2023,Used for pumped storage,Electricity,74.9051,GWh
Lithuania,12/1/2023,Distribution Losses,Electricity,94.3646,GWh
Lithuania,12/1/2023,Final Consumption (Calculated),Electricity,1044.9064,GWh
Luxembourg,12/1/2023,Net Electricity Production,Electricity,220.9581,GWh
Luxembourg,12/1/2023,Net Electricity Production,Total Combustible Fuels,25.4993,GWh
Luxembourg,12/1/2023,Net Electricity Production,Natural Gas,9.8056,GWh
Luxembourg,12/1/2023,Net Electricity Production,Combustible Renewables,15.6936,GWh
Luxembourg,12/1/2023,Net Electricity Production,Hydro,115.4234,GWh
Luxembourg,12/1/2023,Net Electricity Production,Wind,76.1044,GWh
Luxembourg,12/1/2023,Net Electricity Production,Solar,3.931,GWh
Luxembourg,12/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",211.1524,GWh
Luxembourg,12/1/2023,Total Imports,Electricity,528.574,GWh
Luxembourg,12/1/2023,Total Exports,Electricity,112.5721,GWh
Luxembourg,12/1/2023,Used for pumped storage,Electricity,136.0289,GWh
Luxembourg,12/1/2023,Distribution Losses,Electricity,12.1061,GWh
Luxembourg,12/1/2023,Final Consumption (Calculated),Electricity,488.825,GWh
Mexico,12/1/2023,Net Electricity Production,Electricity,29086.6736,GWh
Mexico,12/1/2023,Net Electricity Production,Nuclear,1156.4476,GWh
